stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,5,54,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,0.28,0,1.41,0.28,0.28,0,0,0,0,0,0.28,0,0,0,0,1.13,0.56,0,4.51,0,0.28,0,16.07,10.99,0,0,3.66,0,0,1.41,0.28,0,0.28,0,0,0
21Day,2.96,0,0,5.55,0,0.74,0,1.11,0,0.37,0,0,0.37,0,0.74,0.37,0.74,0.74,0.37,7.4,0,0.37,0,10.36,3.7,0,1.11,1.11,1.11,0,0,0.37,0.37,0.37,0,0,0.74
3Month,0.1,0.42,0.1,2.29,0,0,0.31,0.21,0.42,0.1,0,0,5.2,0.42,0.1,0.83,0.42,0.83,0.52,1.77,0.31,0,0.62,0.21,0,0.31,0,0,0.42,29.85,0,0,0,0.1,1.14,15.81,1.46
22Month,0,0,0.27,1.5,0,0,0.14,0,0,0,1.09,0,4.65,0.14,0.14,1.09,0,0,0.14,0.96,0.14,0,0,0.14,0,0.14,0,0.14,0,2.87,0.14,0,0,0,0,0,0.27
