stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,16,39,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,2.25,0,0.28,0,0,0,1.13,0,0,0,0.28,0,3.66,4.79,0,0.85,0,0,0.56,0,6.76,2.54,0,0,0,0.56,0,0,0,0.56,0.28,0,0,0,0
21Day,1.11,0.37,0.74,15.54,0,0.37,0,1.85,0.74,3.7,0,0,2.22,2.22,0.37,1.85,11.47,1.85,0.74,0,0,3.33,0.37,3.7,1.85,0,0,0,0,1.11,0,0,0.37,0.37,0.37,0,0,5.92
3Month,0.42,2.08,0.94,79.57,0.1,0,0.42,2.29,3.02,160.91,0,17.99,67.82,5.3,4.37,3.54,8.63,16.85,3.22,0.52,0.1,0.62,2.81,0.62,0.1,0.83,0.1,0,0.21,2.08,0.21,4.37,0.21,0,0,2.6,2.29,45.46
22Month,0,2.73,0.55,15.3,0,0,1.64,2.6,9.29,205.38,0.68,23.78,58.49,9.57,3.28,1.91,2.73,27.06,3.69,0,0.55,0.14,0.41,0.41,0.27,0.55,0.55,0.68,0,0.82,0,1.91,0.68,0.27,0,0.55,0,26.78
