stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,11,2,0,10,1,0,0,1,0,0,6,0,2,0,0,0,0,2,4,254,13,0,1,0,0,27,48,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,2.25,1.13,10.15,0,0,0,0,5.92,0,0,0,0,0,0,0.85,8.17,2.54,2.82,0,1.69,0,0.56,27.9,12.4,0,0.85,0,3.1,0,0,0,1.97,0.56,1.97,0,0,0
21Day,12.58,0.74,0.37,13.69,0.37,11.1,0,6.29,0,0,11.84,0,0,2.22,0,3.33,1.85,0.74,4.07,5.18,8.51,0,0,1.85,0,8.88,5.92,0,0.37,0,7.03,4.07,0,0.37,3.7,1.48,1.11,0,0,0.37
3Month,0.31,1.77,1.35,12.48,0.62,0,2.5,0.62,0.1,1.77,80.72,0.21,0,144.79,26.32,1.14,26.21,2.39,3.33,25.48,11.44,6.55,0.42,0.73,3.95,0.94,0.21,0.42,4.78,0,1.14,4.58,0.1,29.33,0.52,0,0.42,1.25,46.6,4.47
22Month,0.41,3.42,0.82,2.46,0.41,0,2.46,0.55,0,1.91,167.4,0.41,0,121.89,18.99,2.19,41.68,0.41,0.82,32.66,9.57,0.55,4.1,0.68,0.14,1.09,0,0.55,2.73,0.41,0.14,0.55,0,15.3,1.23,0.82,0,0.14,0,1.91
