stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,1,0,13,2,0,0,0,0,0,1,0,0,0,0,2,2,5,14,0,0,0,3,77,0,0,4,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,1.41,0.56,0.28,0,0,0,0,0,0,0,0.56,0,1.13,3.38,0,1.41,0.56,0,0,3.1,3.38,0,0,1.41,0,0,0.56,0,0.56,0,0,0
21Day,0.74,0,0.37,2.22,0.37,0.74,1.11,0,0,0,0,0.74,0,0.74,0.37,0.37,0.74,0,1.85,0,0.37,0,0.37,0.74,0.37,0,0.37,0.37,0,0,0,0,0,0,0
3Month,0,0.21,0.1,1.56,0,0,0,0.1,0.31,0,0,1.35,0.42,0.1,0.94,0.1,1.04,0.31,0,0,0.21,0.1,0.42,0.1,0,0.1,0,0.21,5.41,0,0,0,0.21,0.62,0.1
22Month,0,0,0.27,2.05,0,0,0,0,1.23,1.09,0,8.06,0.41,0.27,3.42,0.27,1.23,1.23,1.78,0.41,0,0,0,0.14,0.41,0.41,0.27,0.14,1.09,0.41,0.14,0,0,0,0
