stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,5,0,1,0,0,0,0,0,0,4,0,0,1,0,1,2,3,23,0,0,0,0,7,84,1,0,0,2,0,0,0,0,0,0,0,0
72hpf,3.66,1.13,0,5.64,2.25,6.76,0,0.28,0,0,0,0,0,0,0,0,0,2.54,10.43,0.85,7.33,0,0.28,0.28,0.28,30.16,16.07,0.28,0.28,0,7.33,0,0.28,3.38,0,0.28,0,0,0
21Day,4.07,0.74,0.74,17.76,0.37,15.17,0,3.7,0,0,0,0,0,1.48,0.37,3.7,0.37,0.74,3.7,2.96,14.43,0,0,1.48,0.37,17.02,7.4,0.74,0.74,0,4.44,0.37,0.37,1.48,0.74,0,0,0,2.96
3Month,0.62,4.26,0.83,29.12,0.21,0,0.73,1.14,0.1,4.89,6.66,0.31,0,57.11,4.89,1.46,11.86,3.33,11.03,12.38,14.98,2.29,0,2.6,3.54,1.87,0.52,2.18,0.73,0,0.52,1.46,32.97,0.1,0.1,0.21,4.06,109.01,6.76
22Month,0.14,6.42,2.32,11.62,0,0,0.14,0.68,0,0.55,6.97,6.42,0,82.67,3.69,1.78,11.75,0.82,1.64,9.43,7.38,0,2.73,1.64,0.14,0.68,0,2.19,1.23,0.68,0,0.27,3.55,0.96,0.14,0,0.41,0.14,3.55
