stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,4,0,7,1,0,0,0,0,0,0,0,0,0,0,0,5,3,19,0,0,0,3,168,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,1.97,0,4.51,0.85,0,0,0.28,0,0,0,0,0,0.56,0,1.97,4.79,0.28,15.5,0,0.28,0,28.47,43.97,0,0.28,8.17,0.28,0,5.07,0,1.13,1.13,0,0,0
21Day,3.7,1.48,0,14.43,0.37,2.22,0,1.11,0,0.37,0,0.74,0,5.18,0.37,0.37,4.07,1.11,23.68,0.37,2.59,0.37,9.62,25.9,0,0.37,10.36,1.11,0,2.96,0.74,0,0.37,0.37,0,1.11
3Month,0,0.21,0.1,3.33,0,0,0,0.1,0,0.62,0,3.64,3.22,0,0.83,0.42,1.35,0.52,0.94,0,0,0.1,0,0,0,0.52,0,0.21,0.83,0.1,0,0,0.31,0.62,0.1,0.42
22Month,0,2.05,0.27,1.37,0.14,0,0.14,0,0.27,0.55,0.55,10.8,12.03,0.27,0.55,0.14,0.55,0.82,3.28,0.27,0.41,0,0,0.27,0.14,0.14,0,0,0.27,0.41,0,0,0,0.27,0,0.27
