stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,0.85,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0.56,2.54,0.56,3.38,0,0.28,0,0,12.12,8.46,0,0,1.69,0.28,0,0.56,0,0,0,0,0
21Day,0.74,2.22,0,7.4,0,1.85,0,0.74,0,0.37,0.74,0,0.74,0.37,1.48,0,1.11,3.7,1.11,4.07,0,0,0,0,5.55,1.48,0,0.37,2.59,1.11,0,0.74,0.37,0,0,0,0
3Month,0,1.25,0.21,9.88,0,0,0.21,0.21,0.21,1.46,2.7,0,9.67,2.39,0.52,3.22,1.66,3.43,2.81,3.85,0.42,0.1,1.14,0.94,0.52,0.1,0.62,0.1,0.1,0.31,2.29,0.1,0,0.21,1.77,1.66,2.08
22Month,0,1.23,0.41,1.5,0,0,0,0.27,0,0.14,1.23,0.14,14.48,0.96,0,2.87,0.27,0.55,1.37,0.82,0.14,0.41,0.41,0,0.14,0,0.27,0.27,0.14,0,0.27,0,0,0,0.27,0,0.96
