stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0.37,0.74,0,0,0,0,0,0,7.77,0,0,0,0,0,0.37,0.74,0,0.37,0,0,1.48,0.37,0,0,0,0.74,0.37,0,0,0,0,0,0,0,0
3Month,0.21,1.14,2.5,12.07,0.1,1.04,0.31,1.77,2.91,0.1,728.22,4.26,0.42,12.27,2.29,4.68,1.56,3.64,1.56,1.04,1.56,1.56,0.83,0.21,0.83,0.83,0,0.31,5.1,0.1,1.66,0.52,0.1,0,2.39,1.14,3.74
22Month,0.96,2.05,1.09,7.24,0,8.61,0.55,1.09,7.11,1.23,1921.15,3.14,0.82,9.43,0.55,1.64,3.55,7.11,0.68,71.74,1.64,0,0.55,0,1.09,2.73,0.68,0.68,2.32,0,0.82,0.68,0.27,0.14,0.27,0.14,1.91
