stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.2,1.41,0,3.95,3.1,5.36,0,0.28,0,0.56,0,0,0,0,0,1.69,7.05,0.85,9.86,0,0,0,0,793.4,25.37,0.28,3.66,9.3,0,0,0.56,9.58,5.36,4.23,1.97,0,0,0
21Day,5.18,0.74,0.74,12.21,1.85,6.66,0,0.74,0,0.37,0,0.37,0.37,3.33,3.33,0.37,5.55,3.33,12.21,0,0.37,0.74,0,348.53,5.18,0.37,5.18,4.81,9.62,0,0.74,6.29,8.51,13.32,2.59,0,0,1.11
3Month,0,0.1,0,1.35,0.31,0,0.1,0,0.1,0.83,0,2.39,0.31,0.21,0.52,0.21,1.04,1.04,1.14,0.21,0.1,0.21,0.21,5.51,0.52,0.21,0.21,0.1,0.42,0.1,27.15,1.35,0.62,0.1,0.73,0.42,37.03,0.62
22Month,0,0.14,0.14,1.23,0,0,0,0.14,0.27,2.32,8.06,8.75,0.55,0,1.37,0.41,0,1.23,1.09,0,0.14,0.14,0,5.19,1.5,0.82,0.68,0,0.27,0,14.48,3.69,4.24,0,0,0.14,0.14,0
