stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,9,7,0,29,1,0,0,1,0,0,0,4,0,0,0,0,8,11,12,64,0,0,0,0,21,378,0,0,6,0,0,0,0,0,0,1,0,0,0
72hpf,17.76,7.61,0,25.93,6.76,13.53,0,1.13,0,0.56,0,0,0,0,2.82,0,7.61,38.61,1.41,67.08,0,1.13,1.13,0.85,402.2,205.19,2.25,5.07,83.99,1.41,0,0.85,19.17,1.97,0.85,4.51,0,0,0.28
21Day,9.99,1.48,0.37,45.14,1.85,18.5,0,3.7,0,0.74,0,0,0,0.37,10.73,0.37,4.44,9.25,5.18,37.74,0,0.37,5.18,0.37,65.12,31.45,0,2.22,19.61,4.07,0,0.74,1.48,0.74,2.96,0.74,0,0,4.07
3Month,0.31,2.5,0.42,29.44,0.1,0,0.31,0.62,4.16,3.95,0.1,0,16.64,2.6,2.29,3.74,2.08,5.41,3.74,11.65,2.5,0,1.87,2.29,1.04,0.31,1.66,1.46,0.62,1.14,0.21,21.64,0,0,0,0.1,3.12,14.46,4.99
22Month,0,2.05,0.14,8.2,0.14,0,0.27,0.55,1.23,5.6,3.28,0,17.49,1.23,1.37,3.96,0.41,1.5,3.83,4.1,0,0.55,1.78,0,0.55,0.14,1.64,1.78,0.14,0,0,3.83,0.27,0.27,0,0,0.14,0,1.37
