stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,22,0,39,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,14.94,0,14.94,2.82,4.23,0,0.56,0,0,0,0,0,0,0,1.41,3.95,0.56,24.52,0,0,0.56,0,6.2,8.17,0,0,31.57,0,0,1.13,0,0,0,0
21Day,0,10.73,0,19.98,1.48,0.74,0,0.37,0,0,0.37,0,0,0,0,0.74,1.48,0,23.31,0,0,9.62,0,2.22,3.7,0.37,0,19.24,1.11,0,0,0.37,0.37,0,0
3Month,0.1,33.49,0.21,24.13,0.42,0,0.21,3.12,1.56,0.52,0.1,3.54,1.14,0.31,1.46,0.62,2.08,1.25,13,0.42,0.1,1.77,0.21,0.31,0.31,0.73,0,0.73,0.42,2.08,0,0.83,31.52,1.04,0.52
22Month,0,65.46,0,16.26,0,0,0.14,1.64,0.82,0.55,2.05,7.24,0.68,0.68,1.37,0.41,1.09,1.37,9.57,0.14,0.41,0.96,0,0,0.14,0.82,0.14,0,0,0.82,0.14,0.14,10.11,0,0.68
