stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0.28,0.56,0,0,0,0,0,0,0.28,0,21.7,0,0,0.56,0.28,0,0,0,0.56,0,0,0,0,0,0,0,0
21Day,5.55,0.37,2.59,8.88,0.37,6.66,0,1.48,0,0,0,96.94,0,4.07,2.59,0.37,7.4,2.59,10.36,0,0.74,2.59,0,12.95,7.77,0.37,0,0,5.18,10.36,0,0.37,0.74,2.59,0,0,1.48
3Month,0.31,1.25,2.5,9.36,0,0,1.77,0,1.87,3.12,0.21,699.41,3.22,0.21,11.65,1.87,3.33,1.77,3.33,1.04,1.04,3.12,1.14,0.62,0.1,0.83,0.83,0,0.21,10.51,1.87,0.52,0,0,2.39,0.83,2.08
22Month,0.55,0,0.68,1.78,0,0,0.96,0,0.41,1.09,0.14,644.03,0.55,0.27,5.06,0.41,0.68,1.09,1.5,0.27,8.88,0.41,0,0.14,0.41,0.55,0.68,0.14,0,1.78,0.96,0,0.14,0,0,0,0.82
