stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
21Day,0.74,0,0.74,0.74,1.85,0,0.37,0,0,0.37,15.54,0,0.37,0.37,0.37,1.85,0.37,2.96,0,0.37,0,0,2.22,0.74,0,0,0,1.11,2.22,0,0,0,0.37,0,0,0.37
3Month,0.21,0.52,1.25,3.95,0,0.52,0,1.46,0.42,0,197.42,0.52,0,2.7,0.83,1.04,0.62,1.66,0.31,0.21,0.73,2.81,0.1,0,0.21,0.21,0,0.1,2.7,0.73,0.1,0,0,0.62,0.1,0.42
22Month,0.55,2.46,1.91,5.88,0,6.56,0.27,1.37,6.01,0.68,1564.64,2.73,0.55,7.79,0.27,1.37,4.92,5.33,0.14,37.58,1.64,0,0.68,0,0.55,1.91,0.55,0.55,3.42,1.64,0.96,0.27,0,0.27,0,1.78
