stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,1.13,0.28,0,0,0.28,0,0,0,0,0,0,0,0
21Day,4.07,0.37,0.37,119.51,5.92,0,1.48,0.37,0,0,1.11,0.37,0.37,0.74,0.74,5.18,2.22,8.88,0,0.74,0,10.73,2.96,0,0,1.48,4.44,0,0.37,0.74,0,0,0,1.11
3Month,0.1,0.62,0.73,103.08,0,0.52,0.1,0.73,2.7,0.1,6.55,3.22,0.31,2.91,0.42,7.18,1.66,2.29,0.1,0.21,0.31,0.21,0,0.1,0.1,0,1.77,0.94,0,0,0.1,0.83,7.18,2.7
22Month,0,0,0,3.14,0,0.14,0,0,0.27,0,0.96,0.27,0,0.14,0,0.41,0.96,0.14,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0.14
