stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,3,0,14,0,1,0,0,0,0,0,5,0,0,0,0,0,2,0,2,0,0,0,0,1,5,0,0,4,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.85,0,3.95,0.56,0.28,0,0,0,0.28,0,0,0,0,0,0,1.41,22.27,0.28,3.95,0,0,0,0.28,2.82,2.54,0,0,9.86,0,0.28,0.56,0,0,0,0,0,0
21Day,0.37,0.37,1.11,14.43,0.37,0,0,0,0,0,0,0,0,0,0,1.85,0.37,15.17,0.37,25.9,0,0,1.48,0,2.59,1.85,0,0.74,14.8,1.11,0.37,1.85,0.37,1.11,0.37,0,0,0.37
3Month,0.1,72.6,1.56,38.07,0.42,0,0.94,1.35,4.06,4.37,0.1,0,29.54,1.98,0.1,66.99,1.56,29.33,4.58,28.92,12.17,0.1,1.98,0.42,0.62,0.42,0.42,0.21,0.62,1.25,13.63,0.31,0,0,0.52,1.46,11.44,2.5
22Month,0,30.61,1.64,7.11,0.14,0,0.41,0.14,2.73,5.47,0.82,0,34.71,0.27,0.14,50.56,0.27,3.14,1.78,13.53,1.23,0.96,0.82,0.14,0.14,0.14,0.55,0.27,0,0.14,12.3,0.55,0.14,0,0,0.14,0,0.55
