stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,658,1,0,0,0,0,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,0.56,0,2.25,0,0.28,0,0,0,0,0.28,0,0.28,0,0,3.38,231.4,2.82,0,0,0,0,10.71,4.23,0.56,0,1.97,0,0,0,1.13,0.28,0.28,0,0,0,0
21Day,1.85,0.37,0,3.7,0,4.44,0,1.11,0,0,0.37,0,0.74,4.07,3.33,1.11,0.37,5.18,365.55,7.77,0,0,1.48,0,6.29,2.59,0,0.37,1.48,7.77,0,0,1.11,0.74,4.07,0,0,0,1.11
3Month,0.1,1.46,1.14,12.27,0.1,0,0.52,0.21,0.1,1.87,14.56,0,25.07,298.01,0.52,8.22,1.25,3.64,618.9,6.45,0.83,0.31,1.77,1.98,0.73,0.1,0.52,1.14,0.31,2.91,0.94,3.85,0.21,0.1,0,0.1,1.77,6.87,4.68
22Month,0.14,2.19,0.68,4.78,0,0,1.37,0.41,0,0.96,8.88,0.55,44.55,30.2,0.41,3.28,0.27,1.23,680.79,5.06,0.27,1.64,1.5,0,0.55,0,0.82,2.19,0.14,0.68,0,0.41,0.27,0.96,0,0,0.27,0.14,2.19
