stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.85,0.28,0,1.13,0,0.56,0,0,0,0,0,0,0,0,0,0,0.56,1.69,4.51,1.97,0,0,0,64.83,4.23,0,0,0,2.25,0,0.56,0.56,23.39,33.82,1.69,0,0,0
21Day,4.07,0,0.37,8.14,0.37,7.03,0,1.85,0.37,0,0,0,0.74,0.37,1.85,1.85,0,2.59,9.25,8.88,0,0,1.11,32.56,5.55,0,3.7,0,4.81,3.33,1.11,0,57.35,357.78,1.11,0,0,1.11
3Month,0,0.1,0,2.08,0,0,0.1,0,0.21,0.52,0,0,1.98,0.62,0.31,0.83,0.1,0.73,3.64,1.25,0.21,0,0.1,0.62,0.1,0.21,17.99,0,0.1,0.1,14.46,0.1,0.1,0.21,0.83,0.21,14.15,0.21
22Month,0,0.27,0,0.55,0,0,0,0,0,0.96,0.27,0,8.88,0.27,0,0.55,0,0.27,2.87,0.68,0,0.41,0,0.55,0,0,35.94,0.14,0,0,14.76,0,6.15,0.27,0.41,0.14,0,0
