stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,130,28,0,168,7,2,0,0,0,1,0,16,1,0,0,0,16,19,29,379,0,0,0,2,104,4046,0,0,0,56,1,0,1,0,0,11,0,0,0
72hpf,111.61,17.47,0,81.45,14.94,19.17,1.41,0,0,0.28,0,0,0,0,1.97,0,37.77,72.43,3.38,315.67,0,9.58,8.74,1.41,415.16,1024.24,2.82,7.05,0,228.86,3.66,0.28,125.14,3.95,1.13,13.25,0,0,0
21Day,101.75,6.66,2.59,207.56,6.29,26.64,15.91,0,0.74,2.22,0.37,0,9.99,1.11,86.21,8.51,17.76,34.41,11.84,305.24,0,1.11,32.56,0.74,124.69,408.84,2.59,7.4,0,93.24,27.01,14.43,54.76,5.92,9.99,4.81,0.37,0.37,10.36
3Month,1.04,2.91,0.31,30.37,0.52,0,0.21,0.1,2.6,1.25,0.31,0,28.08,1.56,1.56,8.22,1.66,8.74,1.98,16.85,2.91,0.1,1.87,2.08,0.42,1.25,0.52,1.14,0,0.73,1.77,92.16,0.42,0,0,0.31,3.02,34.43,7.18
22Month,0,3.42,0.41,9.98,0,0,0.68,0,0.82,1.5,2.87,0,36.76,1.23,1.37,6.97,0.27,0.55,3.01,10.39,0.41,0.68,0.96,0.14,0.27,0.68,0.14,1.09,0.41,0.27,0.14,13.66,0.82,0.96,0,0.55,0.68,0.14,1.23
