stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0.74,0.37,0,0,0,0
3Month,0.31,3.12,1.77,27.15,0,0.94,0.1,3.95,7.7,0.21,30.37,9.26,0.52,15.5,2.7,9.26,7.8,8.01,2.5,0.1,3.22,409.31,1.25,0.1,1.87,0.83,0.1,5.3,9.05,0.52,0.1,2.5,4.16,7.39
22Month,0,0.14,0.14,3.01,0,0,0,0.14,0.55,0.55,5.06,0,0,0.82,0,0,0,0.14,0,0.14,0,26.24,0.27,0,0.14,0.14,0,0.14,4.37,0,0,0,0,0
