stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,6,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.56,0,5.92,0.56,0,0,0.28,0,0.85,0,0,0,0.28,0,1.13,6.2,6.76,2.82,0,0.56,0,0,11.27,1.41,0,0,2.54,0.28,0,0,0.56,0.28,0.28,0,0,0
21Day,1.11,1.48,0,16.28,0.37,1.48,0,1.11,0.37,1.85,0,0.37,2.59,9.62,0,2.22,9.99,19.24,5.92,0,0,0.74,0,4.81,1.48,0.37,0,1.85,0.37,0,0,0.37,0.37,0,0,0,9.62
3Month,0,0.73,0.1,15.08,0.21,0,0,0,1.35,15.71,0,9.36,16.12,0.73,4.47,1.04,9.99,13,4.99,1.77,0.21,0.94,0.73,0.1,0,0.83,0.21,0.1,1.14,0.1,0.94,0,0,0.1,1.46,0.62,17.47
22Month,0,2.87,1.09,9.02,0,0,0.68,0,1.91,18.45,4.92,28.56,6.97,2.05,5.74,0.68,3.28,24.46,5.6,0.14,1.23,0.82,0.41,0.14,0.14,0.96,0.14,0,0.41,0,0.14,1.5,0,0.14,0,0,6.7
