stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,24,0,138,1,2,0,1,0,0,1,1,0,0,0,0,20,132,68,98,0,0,0,4,46,451,1,0,0,21,0,0,0,0,0,0,2,0,0,0
72hpf,20.86,21.98,0,49.04,6.76,2.25,0,1.69,0,0,0.85,0,0,0,2.54,0,24.24,196.17,6.76,79.76,0,1.97,1.69,0.56,98.08,77.23,0.85,1.97,0,66.23,1.69,0,0.56,17.76,0.28,0,4.79,0,0,0
21Day,22.94,10.73,2.59,213.85,4.44,15.54,0,10.73,0,0.74,9.25,0.37,3.7,5.92,27.75,7.03,9.25,89.17,21.83,166.49,0,0.37,16.28,0,42.92,32.56,1.48,8.14,0,57.35,11.47,0,2.22,7.03,1.85,2.59,2.22,0,0,11.47
3Month,0.94,23.82,4.26,319.96,0.31,0,1.66,1.35,0.52,20.49,28.4,0.94,47.95,94.34,2.29,90.29,10.82,106.83,45.77,42.65,4.78,0.31,14.35,4.37,6.55,0.73,4.26,5.41,0,1.35,6.14,0.62,83.63,1.04,0,0,0.62,13.52,69.69,19.45
22Month,0.41,26.92,11.21,120.52,0,0,1.5,0.82,0.27,15.85,70.51,20.77,182.56,62.72,5.88,98.39,5.19,27.6,72.29,34.03,1.23,3.28,8.47,0.41,3.42,0.41,4.92,10.8,6.15,0.68,0.82,0,19.13,1.23,0.41,0,0.27,1.78,0,9.02
