stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,19,16,1,41,3,0,0,1,0,0,1,0,4,0,0,0,0,6,105,90,32,0,1,0,2,16,229,0,0,0,2,0,0,0,0,0,1,0,0,0
72hpf,27.62,13.81,0,71.87,11.84,15.22,0,1.69,0,0,1.41,0,0,0.28,0,2.54,0.28,12.12,845.83,11.27,36.36,0,1.97,2.25,0.85,143.74,103.16,0.85,3.95,0,42.56,0.28,0.28,17.19,2.82,2.82,10.99,0,0,0.28
21Day,25.9,7.4,3.33,360,6.29,14.8,0,2.96,0,0.74,4.07,0,0,7.03,1.48,19.24,6.29,7.4,473.58,19.61,42.55,0,1.11,4.44,0,43.29,35.89,2.59,4.44,0,16.28,14.8,1.48,4.07,3.7,6.66,3.7,0,0,14.06
3Month,2.08,10.4,6.03,129.61,2.39,0,0.94,1.04,0.1,4.89,32.04,0,0,158.52,31.73,2.5,60.23,7.18,80.93,46.39,12.79,2.29,0.21,3.33,6.03,1.35,0.52,3.02,4.47,0,0.1,4.26,37.55,0.52,0.1,0,0.1,4.78,3.43,21.64
22Month,0.68,16.53,8.75,46.87,0.96,0,0.27,1.5,0,6.83,72.97,11.21,0,351.46,25.01,7.52,75.57,2.87,20.91,58.21,15.3,0.55,5.88,2.6,0.27,1.78,0.96,5.74,5.19,4.37,0.41,0.27,14.07,2.46,3.42,0,0.27,0.41,0,13.53
