stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,4,8,9,0,0,0,0,1,54,0,0,2,0,0,1,0,0,2,0,0,0
72hpf,2.25,0.28,0,1.97,0.56,1.69,0,0,0,0.28,0,0,0,0,0,0,2.82,7.61,1.97,3.1,0,0.28,0,0.28,12.68,8.74,0,0.56,4.23,0,0,2.82,0,0,0.85,0,0,0
21Day,1.48,1.11,0.37,13.69,0,3.7,0,3.33,0,0.37,0,0,1.85,1.11,1.85,4.07,2.59,7.77,2.22,7.03,0,0,0,0,5.92,7.4,0,1.48,4.44,1.85,0,2.22,0.37,0.74,0.74,0,0,1.85
3Month,0.1,0.31,0.31,12.38,0,0,0.31,0.1,1.46,10.61,0,0,27.88,17.47,0.21,11.65,1.77,3.02,6.03,2.5,0.31,0,1.35,2.18,0.62,0.21,0.42,0.73,0.1,0.31,10.4,0.42,0,0,0.1,1.77,10.19,2.08
22Month,0,0.68,1.5,3.96,0,0,0,0,1.5,15.99,7.38,0,44.41,3.83,0.41,14.35,0.41,0.96,7.52,2.05,0,0.55,0.68,0,0,0.14,0.82,0.14,0.14,0,1.09,0.41,0,0,0,0,0,0.68
