stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,1.41,0,5.36,3.1,0.28,0,0,0.56,0.28,0,0,0,0,0.56,0,10.71,12.4,2.54,14.09,0,1.41,0.85,0.56,18.04,11.27,1.13,0.28,0,10.43,1.41,0,0.28,4.79,0.28,0.28,1.41,0,0,0
21Day,2.96,0.74,5.92,66.6,1.11,2.59,0,1.11,1.11,1.48,0,0,4.07,4.81,3.7,7.77,3.33,30.34,11.47,22.2,0,0.37,3.7,0,17.02,4.44,1.85,1.11,0,11.84,8.88,0,0.37,1.11,0.74,0,0,0.37,0,2.22
3Month,0.1,5.3,5.93,47.64,0.52,0,0.62,0.1,33.18,24.86,0.52,0,22.47,120.97,2.5,74.89,3.85,6.76,37.03,14.04,5.3,0,13.21,3.12,3.85,0.31,9.88,0.83,0,2.08,2.81,0.1,23.4,1.14,0,0,0.42,6.14,4.16,33.6
22Month,0.27,14.89,10.52,31.02,0.55,0,2.05,0.41,22.82,89.78,8.06,0,278.22,34.98,4.65,141.16,1.5,3.42,101.53,22.14,1.5,4.51,5.6,0.55,2.32,0.41,9.84,3.01,1.78,2.05,1.91,0.14,10.52,4.37,0.96,0,0.27,2.05,0.14,12.3
