stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,42,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,0,11.84,0,1.41,0,3.95,0,0,0,0,0,0,0.56,10.99,0,0,0,0,0,0.56,0.85,0.28,0.28,0,0,0,0,0,0,0,0,0,0
21Day,0.74,0,0,1.48,37.74,0,11.1,1.11,12.58,0,0,2.22,2.22,0.37,0,0.37,13.69,0.74,0,0,3.33,0,1.11,0.37,0.37,0.37,0,0.74,0.74,0,0,0,0,0,0,5.55
3Month,0.1,0.52,0.21,4.78,0,1.04,0.94,8.01,91.64,0,3.54,88.21,0.62,1.77,0.31,0.94,11.65,1.35,0.42,0,10.3,0.31,0.1,0,1.04,0.31,0,0.1,0.42,0.31,1.04,0.1,0,0.73,1.46,15.29
22Month,0.14,0.68,0.14,1.64,0,1.78,0.68,3.42,190.63,0.14,8.2,27.06,1.23,1.64,0.14,0.55,18.45,0.82,0,0.41,8.2,0,0,0.41,0.82,0.68,0.41,0,0.14,0,0.68,0.14,0.41,0.14,0,9.29
