stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,20,1,0,74,2,0,0,0,0,0,0,0,0,0,0,0,2,0,10,41,0,0,1,10,141,0,0,11,0,0,0,0,0,1,0,0,0
72hpf,3.66,1.41,0,13.81,1.97,1.41,0,0,0,0,0,0,0.28,0,0,0,2.25,39.46,1.97,43.69,0,1.13,0,24.8,27.62,0,0.56,103.16,0,0,8.17,0.28,0,6.48,0,0,0
21Day,8.51,1.48,0,27.75,2.22,1.85,0,0.37,0,0.37,0.37,0,0,0,0.37,0,1.48,25.9,6.66,66.6,0,9.25,0,16.28,9.25,0.74,1.11,55.5,2.59,0,1.85,0.74,1.11,2.59,0,0,0.37
3Month,0.21,2.6,0,13.63,0.31,0,0.1,0,0.21,1.98,2.6,0,5.1,2.7,0.1,2.6,1.46,12.9,16.02,20.7,2.18,1.14,3.95,0.94,0.31,1.04,0.62,2.18,0,15.91,0.73,0,0,0.62,3.43,3.85,0.62
22Month,0.27,1.91,0.68,7.24,0,0,0,0,0,0.41,1.91,10.66,10.11,1.64,0.27,3.01,0.14,2.6,9.16,11.75,0.27,0.41,0,0.96,0.68,0.68,0.55,0.41,0.41,1.09,2.73,0.14,0,0.14,0.55,0,0.27
