stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0,0,5.36,1.13,0.85,0,0,0,0.28,0,0,0,0,0,2.25,47.91,0,3.38,0,0.28,0,0.56,2.25,0.85,0,0,0,1.97,0,0,2.25,0,0,0,0,0,0
21Day,1.11,0.74,0.37,87.69,0,1.85,0,1.48,0,1.11,0,0,1.48,0.37,0.74,7.77,216.81,1.11,8.51,0,0,0.37,0,3.7,4.81,0,0.37,0,1.85,2.59,0,0.37,1.11,2.22,0.74,0,0,0
3Month,0,0.1,0.21,82.17,0.1,0,0.31,0,0.21,2.29,0,0,12.59,2.18,1.25,5.72,20.91,1.14,1.46,0.42,0.1,0.21,0.21,0.62,0.1,0.1,0.1,0,0,0.83,0.62,0.1,0,0,0.21,0.52,0.62,1.25
22Month,0,0.41,0.41,21.04,0,0,0.27,0,0,1.23,1.78,0,53.16,0.27,0.68,1.78,3.55,0.41,1.37,0,0.96,0,0,0.14,0.14,0.41,0.14,0.14,0.14,0.14,0.14,0,0.14,0,0.14,0.14,0,0.27
