stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,18.13,0.37,0,0,0,0,0,0,0,0.74,0,1.11,1.85,0.37,1.11,0,0,0.37,0,1.48,0.37,0,0,0,0,0,0,0.37,0,0.37,0,0,0,0
3Month,0.21,0.73,1.14,39.42,0,1.46,0,7.39,0.73,0.1,300.61,1.77,0.1,89.45,3.43,3.64,4.47,2.08,0.31,1.04,1.35,0.83,0.31,0.31,0.31,0.31,0,3.64,0.1,4.26,0,0,0,0.1,0.83,1.66,1.35
22Month,0.14,0.27,0.41,14.21,0,1.23,0.27,3.14,1.64,0.55,237.5,0.27,0,14.48,0.82,0.27,2.87,0.41,0,19.95,0.14,0.14,0.14,0,0.14,0.27,0.14,0,0,1.78,0.14,0.41,0,0,0,0,0.96
