stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,29,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,134,0,0,1,0,0,0,0,0,0,0
72hpf,0.85,45.66,0,0.85,0,0.56,0,0,0,0,0,0,0,0,0,0,0,1.13,2.25,0,2.54,0,0,0,0,9.58,32.98,0.28,0,47.63,0,0,17.19,0,0,0,0
21Day,0.74,20.72,0,1.85,0.37,0,0,0,0,0,0,0,0,0.37,0,0.37,0,0,1.11,0.37,2.22,0,0,2.96,0,2.59,3.33,0,0,31.82,0,0,1.85,0,0,0,0
3Month,0,79.26,0.21,9.05,0,0,0.1,0,0,0.62,0.94,0,0,3.74,1.35,0.21,2.18,0.42,2.18,2.08,9.36,0.83,0,17.89,0.42,0.42,0.31,6.14,0.1,3.85,0.42,2.39,0.1,0.42,0.83,3.54,1.46
22Month,0.41,81.44,0.41,10.11,0.27,0,0.68,0.14,0.14,0,0.27,0.82,0,9.16,0.55,0.14,0.68,0,0.41,1.09,1.23,0,0.41,4.24,0.14,0.27,0.27,5.88,0,2.6,0.14,0.55,0,0.14,0.41,0.14,0.55
