stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.85,1.69,0.28,0,0,0,0,0,0,0,0,0,0,0.85,0.56,0,0.56,0,0,0,0,45.38,1.41,2.54,0,0,1.13,3.1,0,0,0.56,0,0,0,0,0,0
21Day,0,0,3.33,11.84,0,1.48,0,0,2.59,0.37,0,0,4.81,0,0.37,14.06,1.11,3.33,0.74,1.85,0,0.37,2.96,0,29.97,2.96,11.84,0.37,0,0.37,1.48,0,1.85,0.37,0,1.11,0,0,0,1.11
3Month,0.21,1.04,17.06,108.39,1.14,0,1.25,0.1,139.28,5.2,0.1,0,560.24,6.55,0.1,170.28,19.04,5.41,8.63,8.32,1.14,1.04,47.74,7.49,3.64,0.1,48.37,1.35,0,0.1,13.63,0.1,12.27,0.62,0.1,0,0,1.35,3.22,4.16
22Month,0.41,0.96,13.39,54.11,0.82,0,1.91,0.14,45.64,2.73,3.42,0,576.52,1.23,0.41,205.66,4.65,0.82,5.33,4.37,0,7.79,22,0.68,2.05,0.41,39.63,0.96,0.27,0.14,2.73,0,15.99,0.96,0.55,0,0.14,0,0,1.78
