stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,2,0,11,0,0,0,0,0,0,0,4,0,0,0,0,2,11,10,5,0,0,0,1,11,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,1.97,0,4.79,1.97,8.46,0,0.56,0,1.13,0,0,0.28,0,0.56,0.28,2.82,14.66,1.69,6.76,0,1.13,0,0.28,44.25,24.8,0,0.28,0,5.07,0.28,0,0,3.38,0.28,0.56,2.25,0,0,0
21Day,2.59,0.74,0,28.49,0.37,7.4,0,4.81,0.37,2.59,0,0,2.22,1.48,9.25,2.22,1.85,16.65,6.66,13.69,0,0,2.59,0.37,19.98,8.88,0.37,0,0,5.55,2.96,0,0.37,1.48,1.11,1.85,0.37,0,0,5.18
3Month,0.1,0.52,0.52,12.79,0,0,0.21,0.21,0.94,5.93,0,0,26.63,6.35,0.52,3.54,1.14,4.26,4.16,3.22,0.83,0,0.94,0.42,0.1,0.1,0.21,0.1,0,0.1,0.42,0.1,3.54,0,0,0,0.1,0.83,46.39,2.6
22Month,0,1.09,0.14,3.28,0,0,0.55,0.41,0.96,8.61,3.55,0,50.15,3.55,0.55,5.47,0.41,0.96,1.91,1.64,0,0.68,0.27,0,0.14,0.14,0.27,0,1.37,0,0.14,0,0.96,0.68,0,0,0,0,0.14,2.05
