stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,20.86,0,0,0,0,0,0,0,0,0,0,0,6.76,43.69,0,0.28,0,0,0,0,2.82,2.82,0,0,0.56,0,0,0,0,0,0,0
21Day,1.11,0,2.59,18.5,0.37,0.37,0,0,3.33,0,0,0.37,0,0.37,4.07,0,7.4,0,0.74,0,0,0,0,0.74,1.11,0.74,0,0.74,1.11,0,0,0,0,0,0.37
3Month,0,0.52,7.07,71.15,0,0,1.04,0,114.52,3.12,0,16.33,1.98,0.1,206.37,1.25,5.3,1.98,3.12,0.52,0.1,11.65,0.42,0.21,0,10.19,0.62,0.1,2.18,2.08,0.21,0,1.25,3.02,3.33
22Month,0,0.41,10.11,10.52,0,0,0.41,0.14,35.94,2.05,0.68,14.21,0.68,0,256.9,0.27,0.14,2.32,1.37,0,0.96,4.37,0.27,0.14,0.14,6.56,0,0.14,0.55,0.82,0.41,0.14,0.14,0,0.55
