stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,11,1,0,14,1,1,0,0,0,0,0,0,0,0,1,0,3,6,1,29,0,0,0,0,21,623,3,0,0,5,0,0,0,0,0,3,0,0,0
72hpf,14.66,4.23,0,7.89,6.2,9.02,0,0.28,0,0,0.56,0,0,0,0.56,0,4.51,20.86,1.41,25.65,0,0.56,1.13,0,1079.48,190.25,2.82,5.92,0,30.72,0.85,0,26.78,2.25,1.41,3.1,0,0,0
21Day,7.77,1.11,0.37,8.51,1.11,4.81,0,1.48,0,0,0,0.37,0.74,0,4.07,1.85,0.37,1.48,0.74,31.82,0,0,4.07,0,238.27,58.83,0.74,2.22,0,9.25,7.77,0.74,10.36,3.33,4.07,1.85,0,0,1.85
3Month,1.46,1.98,0.1,9.78,0.94,0,0.52,0.42,0.42,0.73,1.66,0.31,6.03,2.91,2.18,3.33,1.14,2.7,3.33,16.33,2.18,0,1.25,0.73,24.03,2.39,8.95,4.78,0,0.62,1.66,239.97,2.6,0.1,0,1.04,1.46,25.69,2.6
22Month,0.14,2.05,0.27,4.37,0.27,0,0.27,0,0,0.14,2.73,2.87,8.75,1.23,2.87,0.68,0.27,0.41,2.32,21.73,0.41,0.55,0.41,0,9.57,1.23,5.19,4.65,2.19,0.55,0.27,25.01,2.32,0.55,0,0.41,0.27,0,0.68
