stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.56,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0.28,0,0,0,0,0,0,0
21Day,0,0,1.48,4.07,0,0.37,0,0,0,0,0,0,0,0,0,0.37,0.37,3.7,0.74,0,0,0,0,0.37,0,0.74,0,0,0,0,0.74,0,0,0.37,0,0,0,0.37
3Month,0.21,16.33,16.75,239.97,0.52,0,3.33,0.52,0.1,40.88,26.84,0.1,442.59,18.41,8.32,206.79,13.63,53.98,56.79,10.92,2.5,1.98,7.91,18.52,1.87,0.31,8.32,0.73,0,0.31,10.92,23.92,0.31,0,0.1,8.43,16.33,80.82
22Month,0,9.16,16.26,67.09,0.27,0,2.87,2.46,0,15.03,35.94,9.16,89.1,15.03,14.21,282.32,2.73,10.11,36.62,13.39,0.82,8.88,3.42,0.68,1.23,0.27,4.1,0.68,0.41,0.27,0.41,7.65,0.55,0.14,0,2.32,0,11.89
