stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,38,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,0,1.13,0.85,0,0,0,0,0,0,0,0.28,0.85,0.28,0.56,0,0,0,60.88,8.74,0,0.56,1.41,0.28,0,0.56,0.28,0,0.28,0,0,0
21Day,0.37,0,0,1.48,2.22,1.11,0,0,0,0,0,0.37,0.37,0.37,1.85,0.37,2.22,0,1.11,0,32.93,4.44,0,0,0.37,0.74,0.37,0.37,0.37,1.11,0.37,0,0,0.37
3Month,0,0,0,3.02,0.52,0,0,0.42,0,0.94,0.1,0,0.1,0.31,0.62,0.31,0.21,0.1,4.16,0.1,1.46,0.21,0,0,0,0.1,2.81,0,0,0,0,0.1,0.52,0.31
22Month,0,0.14,0.14,0.68,0.27,0,0.14,0,0.14,4.92,0,0.14,0.27,0,0,0.14,0.27,0,5.6,0,0.82,0.14,0.41,0,0,0,1.5,0.27,0,0,0,0,0,0.14
