stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,1,16,20,5,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,1.13,0,10.71,5.36,0.28,0,0,0,1.41,0,0,0,1.41,0,2.54,24.24,5.07,3.66,0,0.28,0.28,0.28,7.61,7.61,0.28,0,0,2.25,0.56,0,0,2.82,0.28,0,0.85,0,0,0
21Day,2.59,0.37,0,42.92,2.22,3.33,0,1.48,0.37,5.92,0,0.37,1.85,35.89,0.74,3.7,27.38,22.57,10.36,0,0,1.48,0.37,5.18,2.96,0.74,0.74,0,1.85,2.22,0,0.37,0.37,0,1.48,0.74,0,0,21.09
3Month,0.42,1.25,0.52,36.72,0.62,0,0.83,1.14,8.53,45.66,0,6.97,46.81,9.36,4.06,3.54,7.28,43.79,9.78,3.95,0.1,4.99,1.35,1.77,0,2.29,0.21,0,0.52,2.08,0.1,4.68,0.52,0,0,0.21,0.73,2.81,67.61
22Month,0.41,1.23,1.23,17.63,0.14,0,1.23,1.64,5.74,110.55,22.68,13.53,21.04,13.53,7.79,1.09,3.14,42.22,16.81,0.68,0.55,3.28,0.27,1.37,0.14,2.73,0.55,0.27,0.41,0.41,0,0.55,3.55,0.14,0,0.27,0.14,0,29.79
