stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,31,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,0.56,0,0.56,0.56,1.13,0,0.28,0,0,0,0,0,0,0,1.41,0,2.25,0,0,0,0,234.78,25.65,0.85,0.28,3.95,0,0,9.58,0.28,0,0,0,0
21Day,0.74,0,0,1.85,0.37,1.11,0,0.37,0,0.37,0.37,0,0.74,0.37,1.11,1.11,0,1.85,0,0,0,0,51.06,9.99,0,0.74,1.11,0.37,0,1.11,0.74,0,0,0,0
3Month,0,0,0,2.18,0.1,0,0.1,0,0,0.62,2.08,0.31,0.1,0.94,0.21,0.73,0.62,3.95,0.31,0.21,0.1,0.1,5.62,0.62,1.04,0.1,0,0.21,16.64,0.62,0,0.21,0.21,17.27,0.62
22Month,0,0.14,0.14,0.41,0,0,0,0,0.14,0.41,7.11,0,0,0.41,0,0.41,0.82,2.19,0,0.27,0.14,0,3.55,0,0.82,0,0,0,1.91,3.83,0,0.41,0,0.14,0
