stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.41,0,0.85,0,0,0,0.28,0,0,0,0,0.28,0,0.56,4.79,0.85,1.13,0,0.28,0,0,5.64,1.69,0,0,0.85,0,0,0,0.56,0,0,0
21Day,0,0,0,3.33,0,1.48,0,0,0,0,0,0,0,0,0,0.37,0,2.59,0.74,0,0,0,0,0,0,0.74,0.37,0.37,0.37,0.37,0,0,0,0,0,0
3Month,0.1,0.62,0.52,7.7,0,0,0.1,0.1,0.52,3.22,0,0,24.65,7.28,0.21,2.7,0.73,1.66,2.7,1.77,0.52,0,0.42,0.52,0.1,0,0.62,0.31,0,0.83,0.73,0.1,0,0.21,0.1,2.29
22Month,0,2.87,0.82,7.65,0.14,0,0.55,0.14,2.05,13.8,3.14,0,66.14,10.8,0.96,5.33,1.09,1.91,12.44,1.78,0,1.23,0.55,0.14,0.68,0,1.78,0.27,0,0.41,0,0,0,0.14,0,4.65
