stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,7,3,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,6,8,14,0,0,0,9,2622,0,0,4,1,0,4,0,0,1,0,0
72hpf,10.99,1.13,0,7.05,1.13,9.3,0,0.28,0,0.28,0,0,0,0,0.28,0,2.82,16.91,1.41,13.81,0.28,0.85,0.28,214.77,474.63,0,6.2,14.66,0.56,0,570.46,0.56,0,0.56,0,0
21Day,5.55,0.74,0.74,11.1,0,11.47,0,1.85,0,0,0,0,2.22,0.74,1.85,0.37,0.37,6.66,2.22,8.14,0,0.74,0,51.8,202.38,0,4.44,6.29,7.4,0,287.11,3.33,4.07,0.74,0,1.85
3Month,0.1,0.31,0,1.25,0.1,0,0.1,0.21,0.1,0.21,0.21,0,1.66,0.52,0,1.77,0.1,0.42,0.52,1.14,0,0.1,0,0.21,11.44,0.21,0.1,0,0,0.62,7.07,0.1,0,4.68,0.42,0.73
22Month,0,0,0.14,0.82,0.27,0,0.14,0,0,0.41,0.27,0,8.75,0.14,0,0.55,0,0,0.27,1.23,0.27,0,0,0.27,9.7,0.27,0.27,0.14,0,0.41,6.15,0.14,0,6.01,0,0.27
