stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,1,34,0,0,0,1,0,0,0,0,1,0,0,0
72hpf,2.54,0.28,0,2.54,0,0,0,0,0,0,0,0,0,0.56,0,1.41,2.82,0.85,2.82,0,0.85,0,0,4.51,5.64,0,0,0,3.1,0,0,0.85,0,0.56,0,0,0
21Day,3.33,0.37,0.74,8.51,0,2.22,0,1.11,0.37,0,0,1.11,0,2.59,1.48,1.48,4.07,1.11,2.59,0,0.37,0.74,0,3.33,2.22,0.37,0,0,1.48,0.37,0,0.37,0,0.37,0,0,1.48
3Month,0.21,1.14,2.08,18.31,0.21,0,0.94,0.31,3.33,5.72,0,99.02,4.26,1.14,22.78,5.1,7.39,5.51,7.7,1.77,0.42,1.66,3.85,0.73,0.1,0.94,0.52,0,0.73,3.02,3.54,0.52,0,0.21,2.08,1.14,4.89
22Month,0.14,3.83,2.6,7.38,0.14,0,0.41,0.14,2.87,7.52,3.69,128.45,1.09,1.64,20.77,0.68,1.37,6.42,4.78,0.14,6.29,2.87,0.14,0.68,0,1.37,0.55,0.27,0,0.41,1.09,0.41,0.14,0,0.41,0,1.64
