stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,10,0,0,0,0,10,71,0,0,0,1,0,0,0,0,1,0,0,0
72hpf,3.95,0.56,0,2.82,0.28,3.1,0,0,0,0,0,0,0,0,0,0,2.25,3.38,0.28,5.92,0,0.56,0,0,12.97,15.78,0,0.28,0,4.79,0.28,0,1.41,0,0.28,0,0,0
21Day,2.96,0.74,0,7.4,0.37,4.07,0,1.85,0,0,0,0,2.22,0,1.11,0,0.74,2.59,2.22,12.21,0,0,0.74,0,5.92,5.55,0.37,0.74,0,3.7,2.59,0.74,0.37,0,0,0,0,0.37
3Month,0.1,2.5,0.83,16.64,0.1,0,0.52,0.52,0.1,2.7,3.02,0.21,56.69,3.12,0.94,7.91,1.87,7.18,4.99,10.4,1.56,0.1,1.25,2.08,0.62,0.21,1.25,0.83,0,0.94,2.08,19.45,0.21,0.1,0.1,2.08,11.75,4.06
22Month,0.14,3.55,0.68,5.6,0,0,0.82,0.27,0,1.23,6.29,3.69,92.51,1.23,1.64,6.97,0.55,1.37,5.6,6.29,0.14,1.37,0.82,0.14,0.27,0.14,1.23,3.28,0.68,0.68,0,1.5,0.96,0,0.14,0.27,0,3.01
