stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Neural_progenitor_cell,Primordial_germ_cell,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72hpf,0,0,0.28,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0
21Day,0,0,1.48,0.37,0,0.37,0,0,1.11,0,0,1.85,0.37,0.37,0,0,0,0,0,0,1.85
3Month,0,0,0.21,0,0.31,2.08,0.21,2.81,0.1,0.1,0.1,0.21,0.1,0.31,0,0,0.42,0.1,0.1,0.31,0.21
22Month,0.14,0.14,0,0,0,9.29,0.55,2.19,0.55,0.27,0,0.41,0.68,0.14,0.14,0,0.41,0,0,0,1.37
