stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,2.54,0.85,0,0,0,0,0,0,0,0,0,0,0,0.28,9.58,0.28,3.38,0,0.28,0,0,5.36,1.13,0.28,0,0,9.58,0,0,1.13,0,0,0,0,0
21Day,1.48,0,0.37,6.66,0,1.48,0,0.37,0,0.74,0,0,0.74,1.11,1.48,0.74,0.37,2.22,0.74,5.18,0,0,1.11,0,2.22,2.22,0,0.37,0,10.36,0,0,0.37,0.37,0.37,0,0,1.11
3Month,0,0.62,0.62,10.61,0,0,0.1,0.1,9.57,1.46,0,0,8.53,3.54,0.1,8.01,0.42,3.33,2.08,4.06,0.73,0.1,4.26,0.52,0.42,0,0.73,0.21,0,1.04,0.1,5.51,0.1,0,0,1.14,1.46,2.6
22Month,0,0.68,0.41,3.14,0,0,0.41,0.14,3.55,3.01,1.91,0,12.98,0.82,0.96,9.29,0.27,0.96,4.92,3.28,0,0.27,0.82,0,0.27,0,0.14,0.27,0.41,0.27,0,2.32,0.41,0,0,0.14,0,0.68
