stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.41,0,0,1.41,0.56,0.85,0,0,0,0,0,0,0,0,0,0.56,0.85,1.13,3.66,0,0,0,0,101.47,7.05,0.28,3.1,5.92,0,0,0.56,0,0,0,0,0,0
21Day,1.48,0,0,5.18,0.37,0.74,0,0,0,0,0,0,0.37,0.74,0,0.37,2.96,0.74,15.17,0,0,1.85,0,77.33,2.96,0,9.25,6.66,2.59,0,0.74,0.74,0.74,0.37,0,0,0.37
3Month,0,0.62,0,1.87,0,0,0.1,0.21,0.21,6.35,0.1,2.39,0.42,0,0.83,0,2.18,0.62,28.5,4.47,0,0.83,1.35,2.29,0.52,0.83,6.55,0,0.62,4.89,1.35,0.1,0,0.31,0.52,0.73,0.21
22Month,0,0.55,0.27,1.64,0,0,0,0,0,0.82,0.27,7.11,0.27,0,0.41,0,0.27,0.82,38.67,0.68,0.41,0.68,0,1.78,0.41,0.68,11.21,0.14,0,6.97,2.05,0.27,0,0,0,0,0.14
