stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,33,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,10.15,0,0,0.28,1.97,0.28,0,0,0,0,0,0,0,0,0.28,9.3,0,1.69,0,0,0,0,13.53,3.38,0,0,1.41,0.28,0,0.28,0,0,0,0,0,0
21Day,19.98,0,0,2.22,0.74,0.74,0.74,0,0,0,0,0,1.11,0,0,1.85,1.11,4.44,0,0,2.22,0,1.11,1.48,0,0,1.11,0.37,0,0,0.37,0.37,0,0,0,0
3Month,0.83,0.21,0.1,1.98,0,0,0,0.31,0.73,0.42,2.5,0.83,0,0.94,0.1,0.62,1.35,0.83,0.31,0,1.25,0.1,0.1,0,1.46,0.1,0,0.1,1.98,0.1,0,0,0.1,0.21,0.1,1.56
22Month,1.5,0.27,0.14,0.68,0,0,0.14,0,0.96,1.09,6.97,0.14,0,0.41,0,0.14,1.09,0.41,0,0.41,0,0,0.14,0.14,0.68,0,0,0,0.82,0.27,0,0,0,0.14,0,0.14
