stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.85,0,3.66,0,0,0,0,21.14,0.85,0,0,1.97,0,0,0.28,0,2.54,0,0,0
21Day,0.37,0,0,0.74,0,0.74,0,0.37,0,0,0,0,0,0,0,0.37,0,1.11,0,25.53,0,0,0,0,7.77,1.11,0,0.37,9.99,0.74,0,0,0,2.96,0,0,0
3Month,0.1,1.04,0.21,5.1,0.1,0,0.42,0.21,0.42,1.25,8.22,0.21,6.55,2.39,0.21,2.6,0.73,1.66,3.22,153.53,92.37,0.1,1.25,0.21,5.82,0,0.83,0.42,0,0.73,7.59,0.31,0.1,6.76,0.94,3.43,1.56
22Month,0.41,1.64,0.41,1.91,0,0,1.09,0,0.55,0.14,3.96,0.55,13.94,0.55,0.27,1.78,0.14,0.68,2.87,198.96,8.34,1.09,0.55,0.14,2.6,0.27,0.27,0.27,0.27,0.14,3.69,0.41,0.14,2.05,0.27,0,0.82
