stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,0.28,0,0.28,3.38,1.13,0,0,0,0,0,0,0,0,0,0,3.1,0,0.56,0,0,0,196.73,3.95,1.41,0,4.23,0,0,3.66,0,1.13,0.28,0,0,0
21Day,1.48,0,0,4.81,5.92,2.96,0,0,0,0,0,0.37,0,0.74,0.37,0.37,0.37,1.11,2.96,0,1.11,0,128.76,2.96,1.11,0.74,1.85,4.07,0,1.85,2.96,11.47,0.37,0,0,0.37
3Month,0.1,0,0,3.85,1.87,0,0.21,0,0.31,0.21,0.31,2.91,0.62,0.21,0.83,0,0.94,0.21,1.14,0.21,0.31,0.21,5.93,0.31,7.49,0.1,0,0.21,6.45,8.63,0,0.1,0,0.31,1.14,0.42
22Month,0,0,0.14,3.83,0.82,0,0.14,0.14,0.27,1.09,0.41,6.15,0.68,0,1.09,0.14,0.96,0.68,0.96,0,0.14,0.14,7.24,0.27,8.2,0.27,0,0.14,5.33,22.27,0.68,0.14,0.14,0.14,0,0.41
