stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.56,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,1.11,11.84,0,0.74,0,0,0,0,0,5.55,0,0,6.29,0,7.4,0.37,1.11,0,0,0.37,0,1.48,0.37,0,0,0.74,0,0,0,0,0.74,0,0,0
3Month,0,0.52,6.97,11.44,0,0,0.31,0.1,2.18,1.66,0.1,82.38,1.56,0,88.83,0.21,2.39,1.46,2.6,0.94,0.42,0.83,0.52,0.1,0,0.83,0.1,0.31,1.77,0.21,0.1,0,0,0.21,0.42,1.25
22Month,0.14,1.5,15.71,6.83,0.14,0,1.09,0,7.52,2.73,0.96,365.4,0.41,0.14,260.73,0.55,2.32,1.91,5.88,0.27,11.62,0.41,0,0.55,0,0.68,1.09,0,0.96,0.55,0.55,0.14,0,0.14,0,2.05
