stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,1.13,0,0.28,0,1.13,0,0.28,0,0,0,0,0,0,0,0,0,0.85,0.56,3.95,0,0,0,0,16.63,9.58,0,0.85,5.64,0,0,0,2.25,0,0,0.56,0,0,0
21Day,5.18,3.33,0.37,9.25,0,3.33,0,4.07,0,0,0.74,0.37,0.37,0.37,7.4,0,0.74,4.81,5.92,33.67,0,0,4.44,0,13.32,7.77,0,3.33,4.07,1.85,0,0,4.81,0.37,0.74,1.11,0,0,4.07
3Month,0.42,12.9,1.46,45.77,0.83,0,1.14,1.14,0.21,7.28,29.85,0.21,38.8,25.69,4.68,41.29,3.95,11.86,37.55,36.72,7.91,0,8.84,6.35,3.22,0.62,4.47,4.37,1.25,1.98,0.1,14.56,1.56,0.21,0,0.62,12.07,2.81,28.71
22Month,0.27,9.43,0.41,9.16,0.27,0,0.41,0.96,0.14,2.6,14.35,1.23,36.49,4.37,5.47,17.76,0.27,1.64,21.32,19.4,1.23,0.82,2.32,0.14,1.64,0.27,2.6,6.83,1.09,0.14,0,10.52,1.37,0.14,0,0.27,3.14,0,6.42
