stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,31,0,0,0,2,81,1,0,1,0,0,0,0,0,1,0,0,0
72hpf,42.28,0.56,0,8.17,7.05,4.51,0,0.28,0,0,0,0,0,0,0.56,0,6.2,12.68,0.85,74.13,0,0.56,0,410.93,28.75,1.41,0.85,50.17,0,0,4.51,1.97,1.13,0.85,0,0,0
21Day,52.54,0.37,1.11,22.57,16.65,14.8,0,2.96,0,0,0,0,1.11,0.37,4.44,2.59,12.95,9.99,2.96,182.03,0,18.87,0.37,303.76,23.68,1.11,1.48,92.13,14.06,0,4.81,2.22,3.7,1.85,0,0,8.51
3Month,0.1,0.21,0.1,1.46,0.52,0,0.21,0,0,0.31,0.73,0,1.56,0.31,0,0.42,1.56,0.62,0.73,5.1,0.42,1.25,0.1,1.04,0,0.1,0.21,0.21,0.1,2.7,0.1,0,0,0.1,0.52,0.52,0.94
22Month,0,0.14,0,0.96,0.14,0,0.14,0,0.14,0.27,1.09,0.41,6.01,0.14,0,0.41,0.27,0.55,0.55,6.56,0.14,0.41,0,1.64,0,0.41,0,0,0.27,0.27,0,0,0,0,0,0,0.27
