stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,11,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0,2,14,0,0,0,0,4,92,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.1,0.28,0,3.66,0.56,7.05,0,0,0,0.28,0,0.28,0,0,0,2.54,7.05,1.13,13.25,0,1.41,0,0.28,140.36,45.38,0,1.69,0,8.46,0.85,0,6.48,0.85,0.56,0.85,0,0,0
21Day,6.29,0,0,10.36,0,12.58,0,6.66,0.37,0,0.37,1.11,0.37,3.7,0.37,1.11,3.7,1.48,10.73,0,0,1.85,0.37,24.42,11.47,0.37,0,0,3.7,2.59,0,2.22,0,2.22,0.37,0.37,0,1.48
3Month,0,2.29,0.31,14.46,0,0,0.21,1.04,2.7,4.58,0.1,52.94,3.74,0.83,6.55,1.56,4.89,5.3,7.91,2.5,0,1.46,1.35,0.73,0.52,1.87,1.14,0,0.31,0.42,18.83,0.42,0.1,0,0.52,2.39,16.33,6.14
22Month,0,3.01,0.55,4.37,0,0,0.27,0.68,0.96,7.11,3.14,53.7,1.5,1.91,4.92,0.41,0.82,5.33,5.06,0.14,0.55,1.09,0,1.23,0.68,1.64,0.82,0.14,0,0,2.6,2.19,0,0,0,0.41,0,3.01
