stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,0,0,0,0,12,43,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.41,3.1,1.69,2.25,1.41,0,0.28,0,0,0,0.28,0,1.41,0,0.56,5.36,1.13,7.33,0,0.28,0,0,61.44,18.88,1.13,0,7.05,0,0.85,3.38,0.28,0,0.28,0,0,0
21Day,1.48,0,6.29,0.74,18.5,0,12.21,0,0,0,0.74,0.37,22.2,0.74,0.37,1.48,8.14,11.47,0,0,2.59,0,19.24,12.21,0.37,0.74,9.25,2.59,1.11,2.22,0,1.48,0.37,0,0,12.21
3Month,0.1,5.2,12.27,0.83,0,0.42,1.14,1.98,4.06,0.21,4.26,3.95,4.47,1.77,1.35,1.25,9.15,2.6,0.31,0,13.52,0.83,0.94,0.21,1.66,0,0.42,1.04,28.71,0.1,0,0,0,1.04,10.3,45.56
22Month,0.27,6.56,5.06,0,0,0.41,0.55,2.05,2.87,0.41,13.12,2.19,4.51,1.09,0.41,0.68,6.42,3.28,0,0.41,5.6,0.14,1.09,0.41,1.5,0.55,0.27,0.14,4.78,0.82,0.14,0,0,0.14,0,25.28
