stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,162,29,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.56,0.56,0,1.41,0.28,2.54,0,0,0,0,0,0,0.28,0,0,0.28,5.64,2.25,0.28,5.36,0,4.51,0,1.13,65.95,11.84,0.28,0.28,0,3.66,0,0,0,1.97,0,0.56,0,0,0
21Day,1.85,0.74,0.74,4.44,0,5.92,0,0.74,0,0.74,0,0,2.96,0,0.74,2.22,0.74,0,1.85,12.58,0,0,1.48,0.37,23.31,3.33,0.37,0,0,1.11,2.22,0,0,0.37,0,0,0,0,0.37
3Month,0.83,3.95,5.51,35.78,0.31,0,2.39,0.94,0.1,17.79,3.12,0,392.46,4.58,0.94,92.16,17.58,7.39,6.03,27.77,4.89,0.62,14.15,20.08,4.68,0.42,6.35,0.73,0,0.21,5.93,0.1,3.64,5.51,0.1,1.04,2.29,8.11,2.08
22Month,0.14,7.79,4.78,19.4,0,0,1.91,1.09,0,5.19,2.73,1.09,415.14,1.37,0.55,76.39,3.01,1.37,4.1,16.53,0.82,13.25,5.47,0.68,2.46,0,2.73,0.55,0.55,0.27,0.68,0,2.19,8.88,0.41,0,0.55,0,1.23
