stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,2,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.38,2.82,0,0.56,0.28,0.28,0,0,0,0,0,0,0,0,5.36,2.54,0,2.54,0,0.28,0,1.13,16.91,1.97,0,0,0,2.82,0,0.56,0.28,0.28,0.28,0,0,0,0
21Day,0.74,1.85,0,4.44,0,1.85,0,0,0.37,0,0.74,0,1.11,0.37,10.73,0.37,0,1.85,0,0,0,0.37,9.99,1.48,0.37,0,0,0.74,0.37,0,0,0,0.74,1.48,0,0,0.37
3Month,0.52,9.15,1.35,23.3,0.73,0,1.14,2.7,1.77,0.94,297.59,3.95,0.73,9.57,22.88,3.43,2.7,3.12,0.83,0.83,2.08,6.45,1.46,0.21,5.93,0.73,0,0.31,4.58,42.54,0.21,0,0,0.31,1.25,18.93,2.39
22Month,0.96,5.33,1.64,10.25,0.27,0,0.55,0.96,1.78,7.52,293.93,0.68,0.41,7.38,6.42,2.19,2.73,2.32,0,7.65,0.82,0.55,0.55,0.14,3.55,0.55,3.01,0.14,0.68,25.28,1.37,0.27,0,0.14,0.14,0.14,0.96
