stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,2,0,13,0,0,0,0,0,0,0,0,0,0,0,1,3,26,0,0,1,6,184,0,0,1,0,0,0,0,1,0,0,0
72hpf,1.69,0.28,0,1.41,0.56,0.56,0,0,0,0,0,0,0,0,0,2.25,0.28,7.33,0,0,0,32.69,12.97,0,0.28,5.36,0,0,0.56,0.28,0,0,0,0
21Day,1.48,0,0,1.48,0.37,1.11,1.85,0,0,0,0,0.37,0.74,0.37,0,0.37,0,7.77,0,0.74,0,5.55,2.96,0,0,2.59,0.37,0,0.37,0.37,0.74,0,0,0.74
3Month,0,0.42,0,1.77,0,0,0,0.1,0.73,0,1.14,0.42,0.21,0.21,0.21,0.62,0.21,2.7,0.42,0,0,0.31,0.1,0.21,0.21,0.21,0.1,8.32,0,0,0,0.52,1.46,0.31
22Month,0,0.14,0.14,0.27,0,0,0,0,0.14,0.27,0.14,0,0.14,0,0,0.14,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
