stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,356,5,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.28,0,0.56,0,0,0,4.79,0,0,0,0,0,0,1.41,103.44,0.85,0,0,0,0.85,5.07,1.69,0,0,0.85,0,0,0.28,0,0,0,0
21Day,0.74,0,0.37,2.22,0,0.74,0,0,0,8.14,0,0.37,0.37,1.48,0,0,3.7,176.48,2.22,0,0,0.74,0,2.96,1.11,0,0,0,1.48,0,0,0.74,0,0,0.74
3Month,0,0.21,0,1.77,0,0,0.1,0,0.42,3.02,0,2.5,0.52,0.1,0.31,0.31,0.42,139.49,1.25,0.42,0,0.1,0.21,0.1,0,0,0.1,0.1,0.21,0.83,0,0,0.31,0.73,0.73
22Month,0.41,0.27,0,2.87,0.14,0,0.41,0.27,1.09,13.66,0.27,8.34,1.37,0.27,0.82,0.14,0.41,356.11,1.5,0,0.55,0,0,0.41,0,0.41,0.55,0.14,0.14,0.41,0.55,0,0,0,0
