stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,19,4,1,178,3,0,0,2,0,1,0,58,0,0,0,0,37,574,72,55,0,1,0,1,19,325,1,0,0,4,0,0,0,0,0,0,1,0,0,0
72hpf,8.46,3.1,0,112.74,5.64,5.07,0,2.25,0,0,0,0,0.56,0,5.64,0,37.77,622.32,4.23,13.81,0,3.66,0.56,0.56,56.09,55.24,1.13,1.13,0,11.84,9.3,0,1.97,5.07,0.28,0.85,1.97,0,0,0
21Day,19.98,1.85,1.48,611.22,1.85,17.02,0,24.05,0,1.48,0,0,4.81,1.85,29.97,1.85,27.75,216.44,8.51,49.21,0,0.37,6.66,0.37,29.23,20.72,1.11,2.59,0,14.8,12.21,0,2.96,7.03,1.85,6.29,3.33,0,0,9.25
3Month,0.31,3.33,0.52,260.46,0.1,0,1.46,1.66,1.98,4.68,0,0,20.49,3.43,4.26,6.03,7.91,21.95,6.35,8.84,1.35,0.21,1.35,1.14,1.56,0.1,2.7,1.04,0,0.73,4.06,0.1,106.83,0,0,0,0.1,3.12,3.54,9.88
22Month,0.14,1.91,1.09,34.98,0,0,0.68,1.23,0.41,2.6,3.55,0,63.68,1.78,7.11,5.06,1.91,3.14,6.83,5.33,0.27,1.64,0.55,0.27,0.27,0.68,1.37,0.96,2.73,0.96,0.27,0,28.97,0.27,0,0,0,0.27,0,2.05
