stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.76,0.28,0,14.37,4.51,0,0.85,0,0.28,0,0,0,0,0,2.25,3.66,0.85,134.44,0,0.28,5.36,0.28,27.9,18.32,0.85,0,0,52.99,0,0,2.54,0.28,0.28,0.28,0,0,0
21Day,4.07,0,0,37.37,1.48,0,0.37,0,0,0,0.37,0,0,0,1.85,5.92,1.11,102.12,0,0.37,7.03,0,4.44,3.7,0.37,0.74,0,10.73,2.96,0,0,0.37,2.22,0,0,0,0.37
3Month,0,0.42,0,41.71,0,0.52,0,0.73,1.56,0,4.06,1.66,0,1.87,0.42,43.9,0.94,22.36,1.35,0,1.56,0.1,0.1,0,0.31,0,0,0.31,0.83,2.6,0,0,0,0,0.21,0.83,2.08
22Month,0,0.96,0.14,6.15,0,0.14,0,0.68,1.78,0.68,14.48,0.68,0.41,1.37,0.14,6.42,1.37,12.57,0,0.68,0.55,0,0.14,0,0.68,0,0.27,0.14,0.14,0.82,0.27,0.27,0,0,0,0,1.78
