stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.25,0.28,0,2.25,0.56,0,0,0,0,0,0,0,0,0,0,0.56,2.25,0.28,1.69,0,0,0,0,61.72,2.25,0,0.28,0,2.25,0,0,0.28,1.13,0,0,0,0,0,0
21Day,1.85,0.37,0,4.07,0.37,0,0.37,0,0,0.37,0,0.37,0,1.48,0,0.37,2.22,1.11,1.85,0,0,0.74,0,29.23,2.22,0.37,0.74,0,2.22,1.11,0,0,0.74,0,3.33,0,0.37,0,0
3Month,0,1.14,0.52,5.1,0,0.21,0,0.1,0.31,0.73,0,3.22,5.3,0,0.31,0.52,2.39,1.46,1.46,0.21,0,0.31,0.21,0.62,0,1.35,0.21,0,0.21,0.62,0.1,8.53,0,0,0,0.1,2.7,15.6,4.47
22Month,0,0.68,0,0.55,0,0,0,0,0,0.68,0.14,8.88,0.82,0.27,0.82,0,0.14,0.68,0.55,0.14,0.27,0.41,0,1.64,0,0.55,0.27,0.14,0,0.14,0,1.09,0,0.14,0,0,0.27,0,2.05
