stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,23.68,1.41,0,0,0,0,0,0,0,0,0,0,0.85,9.86,0.28,1.13,0,0.85,0,0,8.74,1.69,0,0,0,1.97,0,0,0.28,0,0,0,0,0,0
21Day,3.33,0.74,0.37,92.5,6.66,0,1.48,0,0,0.37,0,1.11,0.74,2.59,1.11,1.85,40.33,2.59,11.47,0,0,1.48,0,11.1,4.07,0,0,0,4.07,4.81,0.37,0.74,1.48,2.96,0.37,0,0,1.11
3Month,0,2.18,0.83,186.92,0,0.52,0.31,0.1,2.81,8.11,0.1,20.39,8.74,0.52,8.74,1.56,8.11,3.33,7.7,0.94,0.1,1.87,1.25,0.73,0.31,0.94,0.94,0,0.1,1.98,11.44,0.21,0.1,0,0,1.77,4.78,5.51
22Month,0.41,0.82,0.41,29.79,0,0.41,0,0,2.32,3.14,0.27,14.76,1.23,0.41,2.05,0.27,0.55,2.32,3.01,0,1.37,0.41,0,0,0,0.41,0.14,0.27,0.14,0.41,4.51,0,0.14,0,0.14,0,0,1.78
