stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,0,0,0,0,1,65,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,1.97,0.28,0.56,0,0,0,0,0,0,0,0,0,0.56,1.41,0,1.41,0,0,0,0,25.37,6.76,0,0.28,0.85,0,0,0.56,0,1.41,0,0,0,0
21Day,0.37,0,0,17.39,0.37,0.74,0,0.37,0,0,0,0,0.37,0,0.74,0.74,3.7,0.74,2.96,0,0,0.37,0,12.95,5.55,0,0.74,0.74,4.07,0,1.85,1.48,1.48,0,0,0,0.37
3Month,0.21,0.21,0.94,20.18,0,0,0.1,0,1.46,0.52,0,0,20.8,0.42,1.98,1.66,9.88,1.77,4.26,0.31,0.1,0.52,2.7,0.31,0.1,2.29,0.73,0.21,0.83,1.98,0.21,0.1,0,0.1,0.73,0.52,0.73
22Month,0,0,0.27,6.29,0.14,0,0.14,0,1.23,0.68,2.05,0,9.98,0.14,0,0.14,3.42,1.64,4.65,0,0.82,0.41,0,0,0,0.68,0.55,0,0,0.55,0.82,0.27,0,0,0,0,0
