stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0.56,0,0,0.56,0,0.28,0,0.28,0,0,0,0,0,0,0,0,0.28,0.56,0,0.56,0,0.28,0,0,2.25,0.85,1.97,0.28,0,1.13,0,0,0.28,0,0,0,0,0,0
21Day,1.85,0,0,2.22,0,0.37,0,0,0,0,0,0.37,0.37,0.37,0.37,0.37,0,1.48,0,2.59,0,0,0,0,3.7,0.37,1.11,0,0,1.48,0.74,0,0,0.74,0,0,0,0,0.37
3Month,1.14,7.39,3.22,65.11,0.52,0,1.46,1.14,0.31,9.67,24.13,0.42,71.46,26.52,1.46,31.31,3.54,29.33,13.31,27.46,6.97,0.42,6.24,4.58,2.7,0.31,16.23,2.6,0,0.83,3.74,0.1,21.84,0.94,0.1,0.52,6.14,11.96,23.2
22Month,0.68,5.19,1.78,17.08,0.14,0,3.01,0.82,0,2.6,28.29,2.87,97.43,8.47,2.6,16.53,0.55,4.1,13.53,20.63,0.68,7.52,3.14,0,2.6,0.14,30.34,3.14,0.68,0.55,1.64,0,6.97,1.5,1.37,0.14,0.68,0.14,8.88
