stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,27,21,0,106,2,1,0,1,0,1,0,11,0,0,1,0,7,30,53,287,0,0,1,1,69,1303,0,0,0,40,0,0,0,0,0,0,17,0,0,0
72hpf,34.95,10.99,0,42.28,7.05,12.97,0,2.25,0,0.85,0,0,0.56,0,3.66,0,19.73,55.52,5.36,136.13,0,7.89,3.1,1.13,579.48,291.71,1.41,4.51,0,101.47,4.79,0,0,25.08,2.25,0.85,10.15,0,0,0
21Day,34.78,2.59,0,49.95,2.22,12.58,0,11.47,0,1.48,0.37,0,1.11,2.22,15.17,5.18,2.59,21.83,12.21,106.56,0,0,9.99,0,85.84,68.45,0.74,1.11,0,39.59,5.92,0,2.59,9.62,1.85,4.81,2.59,0.74,0,9.25
3Month,0.83,12.59,3.02,61.47,0.31,0,1.46,1.77,6.24,25.8,0.1,0,93.3,25.28,5.41,22.26,7.59,16.85,21.95,34.33,6.35,0.21,10.19,5.62,3.02,1.87,3.54,1.98,0,1.66,2.08,0.1,112.96,0.83,0.1,0,1.04,13.31,13.63,30.37
22Month,0,18.58,1.5,38.67,0.27,0,2.05,2.46,6.01,50.56,51.65,0,142.25,13.53,11.89,26.65,3.01,6.7,28.7,31.98,0.96,3.01,5.06,0.82,3.83,0.68,5.06,4.24,1.37,0.68,0.41,0,21.18,2.73,0.96,0,0.82,1.23,0,15.71
