stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0.56,0,0,0,0,3.38,0.56,0,0,0,0.56,0,0,0,0,0,0,0,0
21Day,0.37,0,4.07,0.37,0,0.37,0,0,0.37,1.11,0,0.74,0.37,0.37,4.81,0.37,1.48,0.37,1.85,0,0,0.37,0,2.22,0,0,0,0,0.37,0.37,0,0,0.37,0,0.37,0,0.37
3Month,0.42,1.46,42.54,13.31,0.1,0,1.46,0.1,8.63,5.3,0,16.75,5.3,0.42,516.13,1.56,3.74,3.54,4.78,0.94,0,1.87,2.5,0.21,0,1.77,0.83,0,0.21,4.37,0.1,4.58,0.1,0.1,1.77,2.81,4.37
22Month,0.14,1.37,24.05,3.55,0,0,0.27,0,5.88,2.32,1.23,17.08,0.55,0.27,349,0,0.14,1.64,2.87,0,2.05,0.68,0.14,0.27,0.14,0.96,0.55,0.41,0.14,0.55,0,0.82,0.41,0.14,0.14,0,0.41
